file,speaker,session,emotion,min_pitch,max_pitch,mean_pitch,min_intensity,max_intensity,mean_intensity
cc_001_anxiety_910.77_May-twenty-third.wav,cc,001,anxiety,76.85193977686073,134.31551481069724,102.7349146441542,48.57398287412466,80.26123824135095,68.82182939733512
cc_001_anxiety_916.11_Eight-hundred-eight.wav,cc,001,anxiety,88.35787612243912,470.8462519380979,141.6110680330604,51.95265875930738,82.36256570896713,68.80292376420508
cc_001_anxiety_918.66_Eight-hundred-eight.wav,cc,001,anxiety,77.72707157490379,446.7650565753938,137.60257911164638,44.26613131741411,81.40865340642691,69.22323500145286
cc_001_anxiety_928.48_Four-thousand-eight.wav,cc,001,anxiety,93.1228518404681,532.9857059241864,159.9495081372751,49.420874333115634,85.87101011965167,72.12896455297137
cc_001_anxiety_934.73_Nine-thousand-six.wav,cc,001,anxiety,81.53489052653404,156.77076751026206,106.8130021795209,44.37019167998671,77.68291782509417,67.4019501125259
cc_001_anxiety_940.56_Nine-thousand-six.wav,cc,001,anxiety,77.13281382000177,108.34801232971503,92.85637670824511,37.75941561999352,74.50088147559325,63.59095721525878
cc_001_anxiety_957.85_Six-thousand-twelve.wav,cc,001,anxiety,79.26884798613767,516.192229309461,140.22257560103742,48.07064128610648,80.62730230312745,69.65912608333504
cc_001_anxiety_961.15_Six-thousand-twelve.wav,cc,001,anxiety,75.2165824907233,560.4583423605194,184.65669244906474,44.46109789376703,78.51671789003746,67.25307733709941
cc_001_anxiety_968.16_Three-thousand-eight.wav,cc,001,anxiety,84.47953388126075,516.4824637948327,150.86482211713133,49.08320975010902,81.16018682237015,69.52294577333403
cc_001_anxiety_974.76_Three-thousand-eight.wav,cc,001,anxiety,96.25503327699141,491.06466270769937,165.87622643506182,42.66788502081626,89.59152000237972,73.80586916480009
cc_001_boredom_2221.42_April-fifteenth.wav,cc,001,boredom,86.33240996295181,104.68489810348808,93.93709163361018,13.560869710368099,59.08369314851452,41.28965488401097
cc_001_boredom_2227.39_April-fifteenth.wav,cc,001,boredom,89.49267846833492,105.23585353223572,96.42132821831738,19.09901421161679,60.273351857102845,46.599097964762485
cc_001_boredom_2235.64_March-twenty-sixth.wav,cc,001,boredom,92.95063336325406,119.6710158354256,104.93562517850536,23.66814320213829,61.48585082456012,50.593417523403176
cc_001_boredom_2239.45_March-twenty-sixth.wav,cc,001,boredom,95.10750205171323,152.33802953676732,126.44639075892863,10.789026125354372,71.71441446130348,50.61033670769618
cc_001_boredom_2243.67_October-sixth.wav,cc,001,boredom,91.31678334306413,144.36749579779902,114.07276477071372,30.876257840805795,69.78607648891531,53.06459207368278
cc_001_boredom_2248.50_Eight-thousand-six.wav,cc,001,boredom,81.82015543090954,103.92712583217434,96.3952987888437,25.825105870969864,65.20466379260463,48.88087273127155
cc_001_boredom_2252.08_Eight-thousand-six.wav,cc,001,boredom,90.00950053654714,110.726487533377,98.89786924765201,17.49175500929834,68.0027263224225,47.42507381955414
cc_001_boredom_2258.71_Five-thousand-twelve.wav,cc,001,boredom,87.27208010157985,587.313639829694,140.41097240321093,36.727732971425525,65.5086356563337,52.85588551563175
cc_001_boredom_2264.52_Nine-hundred-four.wav,cc,001,boredom,89.0963709606596,168.67912615001046,104.79679368586191,18.610690719558132,66.27306545190389,52.75048917430089
cc_001_boredom_2266.98_Nine-hundred-four.wav,cc,001,boredom,80.94672882267182,133.49583895866584,104.40434775299741,9.539508476077872,67.45362209845229,51.78571541387632
cc_001_boredom_2278.62_Six-hundred-six.wav,cc,001,boredom,88.46391252738651,218.53376025983113,128.60917763086067,23.94579398153832,66.51630462810022,53.801827853435896
cc_001_boredom_2281.93_Six-hundred-six.wav,cc,001,boredom,93.1975565351096,426.3683194963363,139.32050632507622,27.519632649097527,69.32832493141457,55.18696773951877
cc_001_boredom_2286.98_Thirteen-hundred.wav,cc,001,boredom,81.19252518829113,149.22747381555345,115.74825567933935,24.704473605919727,70.29297400968629,50.33138907859569
cc_001_boredom_2292.02_Two-hundred-one.wav,cc,001,boredom,98.03502115003046,158.86508845816954,123.32717224684994,23.117652452325924,72.65696518538422,54.98864649649421
cc_001_boredom_2295.60_Two-hundred-one.wav,cc,001,boredom,78.76800318887666,109.73831832908361,92.8358679255947,25.048052043440286,65.74143195107081,53.6139773468264
cc_001_cold-anger_1388.40_December-eighth.wav,cc,001,cold-anger,167.65272360712237,268.0172853856385,214.97131950230496,50.28407092444795,84.18338944729074,67.61807313449883
cc_001_cold-anger_1391.22_December-eighth.wav,cc,001,cold-anger,177.67361059027382,274.2960532580636,225.84654617952089,43.424367445808336,85.37330753365106,68.28645129493496
cc_001_cold-anger_1397.67_June-twenty-ninth.wav,cc,001,cold-anger,208.72858883936772,286.372678758457,244.6851373062764,35.74803989927417,82.88352461110718,64.15451578208466
cc_001_cold-anger_1399.92_June-twenty-ninth.wav,cc,001,cold-anger,93.95889713712174,246.64659068246633,215.75981680781857,33.02067058618504,79.08289375769121,64.06864031175697
cc_001_cold-anger_1406.60_November-fifth.wav,cc,001,cold-anger,164.2287483150736,329.5468163696251,241.65199951377363,47.07898018543727,77.49069487017681,59.63011294547904
cc_001_cold-anger_1411.82_Eight-hundred-four.wav,cc,001,cold-anger,122.93192357431685,525.5436368989836,252.7706064116768,47.09711457279644,77.9454891938268,64.03729328830116
cc_001_cold-anger_1414.97_Five-hundred-six.wav,cc,001,cold-anger,163.95270560900224,323.41711970311184,249.85208349882006,32.61136839710963,87.21467644995275,66.57231930341965
cc_001_cold-anger_1417.61_Four-thousand-four.wav,cc,001,cold-anger,80.60583181085464,322.92974817893946,204.0093642029935,40.72923255892753,82.9928735847915,64.05554032195286
cc_001_cold-anger_1420.86_Nine-thousand-three.wav,cc,001,cold-anger,105.25625758091208,294.31538112211325,222.8048125009304,32.856898483794986,84.50573259103265,66.20747192166404
cc_001_cold-anger_1424.95_Seventy-five.wav,cc,001,cold-anger,136.09477268462277,326.10637586412105,268.02524175155446,43.63219577131966,85.8129188185835,65.41205416185082
cc_001_cold-anger_1426.72_Seventy-five.wav,cc,001,cold-anger,199.72260565705326,325.5302911487156,290.23101599790726,44.345289567792456,82.75097637402615,65.07325881956248
cc_001_cold-anger_1433.70_Sixteen-hundred.wav,cc,001,cold-anger,86.17146332170833,309.3763251784597,198.40100832565054,32.92382358191145,76.22111691078801,63.92789555880772
cc_001_cold-anger_1439.72_Three-thousand-four.wav,cc,001,cold-anger,238.48391498074585,596.5535207482518,346.63193605656846,36.648712086606004,80.5643195803122,64.37977067821275
cc_001_cold-anger_1442.35_Three-thousand-four.wav,cc,001,cold-anger,86.4359311685456,382.4114751769472,286.1398340489457,37.76168001829981,81.86773053592476,65.254808897745
cc_001_cold-anger_1451.16_December-eighth.wav,cc,001,cold-anger,207.6222581838752,332.51514342376055,266.4184150429302,34.36089523629764,74.08553415930945,61.86479205143835
cc_001_contempt_2678.58_April-nineteenth.wav,cc,001,contempt,179.04721395578287,361.27062476661985,280.03150815345344,38.10931768671948,83.98806562153317,68.24257975557815
cc_001_contempt_2718.74_July-second.wav,cc,001,contempt,119.00141067260162,175.57888651850038,138.55824885896493,27.977320673178994,73.79483764786525,58.42192512737078
cc_001_contempt_2721.97_July-second.wav,cc,001,contempt,90.80895983760907,194.22474429417946,109.46201796155579,24.19495089383762,61.93111218169843,50.40076125953387
cc_001_contempt_2726.28_July-second.wav,cc,001,contempt,89.67888628864246,107.18537995692445,96.2289525607952,27.04033425693322,63.500823697085835,52.392445340716584
cc_001_contempt_2731.68_May-eleventh.wav,cc,001,contempt,87.82659886029535,158.7570571899195,115.72591323065414,20.19536639152275,66.98082080873782,53.93207697832167
cc_001_contempt_2764.35_May-eleventh.wav,cc,001,contempt,75.97952907867463,170.8479880312272,119.70307070589718,26.822429176089816,73.86342590563699,56.33847075045173
cc_001_contempt_2767.51_October-third.wav,cc,001,contempt,104.13445876054716,209.59711511203227,134.5640861922406,34.82767917891605,78.60974832051416,61.86063752177187
cc_001_contempt_2769.96_October-third.wav,cc,001,contempt,80.1605488360445,221.05358794679412,114.39952820185884,21.92120593055733,69.8768178342664,52.576807740047364
cc_001_contempt_2774.89_Eight-thousand-three.wav,cc,001,contempt,86.35940544500623,218.58601661797334,122.13409631950611,30.440823845454478,74.59399503636105,53.58654810514002
cc_001_contempt_2777.67_Eight-thousand-three.wav,cc,001,contempt,81.84102057439189,288.04766331474735,145.13045651584267,41.99057356827849,78.91772153895751,60.17138444509244
cc_001_contempt_2781.00_Forty-seven.wav,cc,001,contempt,93.35114729512377,574.9630630939084,182.4497730213185,42.56994048709112,78.29132309149402,63.089756214622625
cc_001_contempt_2782.77_Forty-seven.wav,cc,001,contempt,93.96774818562037,355.1304922397178,217.967853934321,37.93490097649987,81.26545876962925,64.39065498945766
cc_001_contempt_2785.30_Forty-seven.wav,cc,001,contempt,93.02089255888528,145.16702804504246,118.05997025902283,23.129158788942114,66.71309315784337,50.984563808675034
cc_001_contempt_2791.65_Nine-hundred-one.wav,cc,001,contempt,89.98087513575811,175.1270488100661,119.66791512543462,24.48649455853248,69.98548712633772,52.85214200935969
cc_001_contempt_2796.78_Nine-hundred-one.wav,cc,001,contempt,88.1789731869224,217.38310636955447,151.29659784886698,37.44436367160584,78.10661601067056,61.524970144666796
