file,speaker,session,emotion,min_pitch_z,max_pitch_z,mean_pitch_z,min_intensity_z,max_intensity_z,mean_intensity_z
cc_001_anxiety_910.77_May-twenty-third.wav,cc,001,anxiety,-1.110062907793911,-0.4816027854604288,-0.8269893687411201,-0.48521769671781484,1.5737101918921097,0.8304171037026011
cc_001_anxiety_916.11_Eight-hundred-eight.wav,cc,001,anxiety,-0.9842262859156937,3.198922627368952,-0.4018137318222414,-0.26568306281034504,1.710247158443395,0.8291886812705491
cc_001_anxiety_918.66_Eight-hundred-eight.wav,cc,001,anxiety,-1.100491880642673,2.935554555078461,-0.4456532499246373,-0.7651269412173147,1.6482652474123896,0.856499046849282
cc_001_anxiety_928.48_Four-thousand-eight.wav,cc,001,anxiety,-0.932113321817911,3.8785212919288528,-0.20125227520361463,-0.43018962870326727,1.9382137007986957,1.0453032692738995
cc_001_anxiety_934.73_Nine-thousand-six.wav,cc,001,anxiety,-1.0588470236570748,-0.23601711053004015,-0.7823886736076535,-0.7583654599808807,1.4061798788598854,0.7381582752217699
cc_001_anxiety_940.56_Nine-thousand-six.wav,cc,001,anxiety,-1.106991081242765,-0.7656007750787841,-0.935027672240715,-1.187910746801544,1.1994221995774388,0.490533182150655
cc_001_anxiety_957.85_Six-thousand-twelve.wav,cc,001,anxiety,-1.083629981753779,3.6948565902203323,-0.41699921450713306,-0.5179230863471014,1.5974957642641807,0.8848217366651948
cc_001_anxiety_961.15_Six-thousand-twelve.wav,cc,001,anxiety,-1.127948269773212,4.17898043401033,0.06896203126722526,-0.7524586896837654,1.4603573135206387,0.7284850389118369
cc_001_anxiety_968.16_Three-thousand-eight.wav,cc,001,anxiety,-1.0266424328036459,3.698030788833535,-0.30060848275281377,-0.4521299015003623,1.6321207510407911,0.8759732127115972
cc_001_anxiety_974.76_Three-thousand-eight.wav,cc,001,anxiety,-0.8978576889651166,3.4200447016250406,-0.13643371659026868,-0.8689754391322317,2.1799595215907526,1.1542627115424062
cc_001_boredom_2221.42_April-fifteenth.wav,cc,001,boredom,-1.0063781396704277,-0.805663044322919,-0.9232082503930032,-2.7602482831306365,0.19766680477587412,-0.9585280505119488
cc_001_boredom_2227.39_April-fifteenth.wav,cc,001,boredom,-0.9718153278312716,-0.7996374269479619,-0.8960389761699658,-2.4003988726144376,0.27496669915465877,-0.6135388646308376
cc_001_boredom_2235.64_March-twenty-sixth.wav,cc,001,boredom,-0.9339968183667124,-0.6417648291914783,-0.8029209251953698,-2.103512727184156,0.35375067429157003,-0.3540018413072148
cc_001_boredom_2239.45_March-twenty-sixth.wav,cc,001,boredom,-0.9104078585950982,-0.2844965002556951,-0.5676647936337769,-2.9403530600799197,1.0183672429418864,-0.35290249142696495
